4095	11152	52343	396419	7203665	92579601
2081	3745	29151	639725	6349289	93926027
1956	3595	36958	473595	7772524	102492522
1335	7307	31247	568879	9632076	111825679
3086	5810	48251	457220	14470360	120501961
2274	63267	33103	567844	6369793	106863370
1515	5493	33430	430251	9383460	108222914
2083	5454	30721	514450	8877440	111857386
2046	3904	30255	540786	9223268	109500665
1568	8369	49257	538966	14154010	96868261
3044	7740	47516	647750	5959201	93045180
2239	4501	32231	915574	6052828	96696688
1292	9992	163691	691327	8643888	103505439
1326	11434	49290	877222	5687407	91248994
1701	3510	32447	701733	7463975	95834312
2879	10520	31664	516846	5640335	91274130
3947	8147	167524	620234	6002398	90821669
1454	4914	32644	541732	6178607	90829075
2849	4096	42397	611911	6016602	91327141
1534	4049	30813	589588	5987929	93461613
1635	3654	30914	602562	8267830	91690547
1281	9952	68843	694347	7257346	92014278
2573	4076	29230	673065	5612670	90007796
2051	3833	29703	492693	5726309	92693473
2310	3861	117289	494168	5713173	90512690
2115	11746	33888	646603	5884303	87634554
1873	9598	32366	417995	5456931	91525661
1866	10780	29541	559250	5576415	91688834
2339	4162	42194	609546	6871833	88395591
1830	3638	37427	490178	5527706	90844837
1269	14710	28939	387424	6600284	87129501
1635	3518	29919	428770	5499138	92162171
1543	4119	136188	424588	6874630	91560838
1757	3485	31429	545714	6292349	89223955
1282	15099	31518	812639	5853211	89557707
2745	12155	30498	661853	5972792	84913982
3131	4588	35908	465390	5856506	87769888
2269	17755	179463	736156	7168231	106394301
1898	4160	29496	554020	7180099	95517680
1446	3896	30244	671367	8396854	99422211
1324	3308	30800	492130	6068656	86611731
2331	4000	29015	568555	5420494	89261602
2252	3960	60154	810749	8468936	89189312
1984	3807	30167	1279831	9770686	93471969
2165	4331	29276	699428	8282639	94578454
2471	3695	30233	964319	9247613	90396103
1711	3960	29723	578060	5827806	88201663
1819	4435	37520	426280	5982060	84703880
1329	3143	29986	588921	5675096	91867899
1718	41372	31139	400373	5758790	91401712
1211	12196	28593	464093	5298218	91567587
2108	3919	50834	750446	5585287	95928005
1641	3407	25252	404508	6327697	91354367
2504	11866	31564	599059	8636621	91253020
1630	3281	30449	378814	5777148	92331924
1297	3709	37651	785552	6807991	89499489
2423	3819	31779	532412	6273905	89164907
2045	9981	32339	417071	6625165	88300937
1930	9381	206547	400466	5611148	84493299
1330	4002	29680	451844	5705108	91222513
2083	10107	29780	504417	6272270	85925606
1219	3778	29422	577720	5796893	88709735
1500	3770	31940	416899	5667315	87639776
1405	4158	31655	411812	6013498	85063992
1313	3675	37423	448764	5648576	87574877
2099	19210	112943	588527	5676033	95105785
1993	9433	29672	437593	5613894	96521213
1913	3862	29413	741361	5870975	87121594
2561	3609	49766	548599	5381960	90345440
1738	3911	29668	516467	5383812	85238072
1901	9927	39705	578429	5659964	91141418
1718	3099	32176	558407	5757742	93303256
1323	10829	30956	418696	7578682	90483037
2157	3324	31900	540290	5738858	85065334
1897	3703	54208	461616	6451250	85178362
1480	3917	29740	559238	5642379	90334715
1345	4136	30839	453247	5828954	86559492
1611	9692	30699	544230	5616261	89184595
2261	10656	31626	515163	6227937	86425203
1900	3851	30098	413796	5343879	87290304
1961	3625	35975	644324	7664886	91689416
1690	4855	31223	430918	5488555	87927682
1315	3609	29718	398656	5595698	87341347
2028	3558	69486	678018	6443739	89339804
1163	3392	29802	471776	5592482	84664737
1801	3661	28785	463069	5850499	91203433
1780	4129	32785	356562	6567058	88435444
1683	3144	31445	543185	5841922	90150380
1700	3229	33607	339829	6181638	88982490
1390	3710	29945	597715	5783261	91034703
2090	10744	130255	579453	5891005	89829835
1870	37035	41087	521286	5627491	91229145
1664	8599	31519	400265	5742786	89539207
1566	13664	30367	562980	5903023	84510625
1276	3513	28991	826924	6481816	89334002
1264	3279	28498	398208	5688072	90718705
2486	11269	34977	572520	7990262	85483014
1833	3929	28981	711846	5343170	90398789
2552	5850	29951	564904	8369103	90690516
1719	3750	28770	627278	5481096	89026207
2092	3437	30679	692285	5590780	87973568
1668	4152	29790	522799	5632371	88482711
1555	3047	30945	430629	6105224	88923444
1331	4861	30638	585926	6306219	84217928
1779	3140	31806	747051	6193133	85915723
2071	4697	34770	505605	6082690	87868235
2173	4326	30155	403978	6930437	93156375
1056	3917	30389	510340	8019371	97630249
2327	3565	63664	583790	5816806	91905924
1579	3286	31759	404428	5782926	90086635
1472	3716	31004	421375	5959744	90399701
1763	20938	31914	421754	6052137	111537058
1587	3805	30906	417921	5881819	88897176
1449	3756	31111	507434	5567034	90473797
2706	4635	109786	651479	5786319	89365726
1265	4364	72820	579567	5766976	85816638
1576	4010	27077	396750	5052270	85799689
1609	3161	31884	403393	6112099	88419664
1458	3369	33609	658377	5714411	88103049
1608	8174	31846	411254	5840816	88765486
2203	10302	44256	744813	5736707	89948394
1667	3243	33632	549218	6034798	87291813
1670	3421	31533	410646	5592764	107497756
1548	3261	31090	401570	6288143	91741851
1548	2978	65075	484359	6782500	87958727
1071	3883	29611	701404	5898160	86459437
1358	3112	29866	623046	5510628	90170829
1840	3994	174426	763827	8212974	91804448
1788	15462	28669	716781	11218730	92507601
2250	11717	34390	887227	8171996	92721385
1856	7323	29755	647536	5511016	95990963
1455	13831	31204	425342	5754217	90046247
1607	4092	30527	658358	7177667	89681635
1534	4321	32164	421512	6206676	90845536
2158	3533	31039	448145	5903135	89988702
1755	3208	33160	417385	7099417	111525694
1345	2964	75179	911236	7679304	95583271
1304	2898	31272	588161	6852914	93500237
2534	4656	31196	433147	5790130	87278710
1734	3306	30209	437534	7799836	86391099
1531	3513	192338	399948	5769027	89928127
1237	5519	56440	734889	6252858	87131982
3030	3360	31961	708601	6355681	85018588
1829	3264	110441	568296	5780043	89488643
1688	4641	30966	582744	5889825	90407690
2213	4648	31329	684915	5937500	86958684
1406	3094	30059	400136	6685591	85106498
2668	3232	79219	719798	6486240	91991940
1508	3079	31524	851197	6679212	90826417
3043	20867	50824	563527	5586673	89361747
2510	3467	53638	489769	6332285	86825105
2156	10929	30525	455880	7166263	89609992
3543	5573	108259	604283	5921740	85276822
1357	9819	30567	553451	6149844	84325326
1182	4494	29641	473569	6067346	90624691
1751	3362	33033	591005	6142104	84536238
1283	12648	31564	414336	5852990	89247944
1948	4215	30892	840937	7076727	84854027
1297	3031	27836	481370	5525902	88968716
2046	16512	38787	592861	8468083	85879694
1890	3632	29579	400007	5463112	84953728
1981	7278	29208	418568	5662769	93465535
1756	3949	61480	770478	5585947	89576515
1863	3416	30650	601528	5880532	86023895
1648	8873	32562	474980	5648829	94544807
1163	3592	114322	459963	5930696	89712062
1689	4833	30722	619022	6197997	86209980
1637	3301	32996	448625	5647509	93889898
1726	2933	30279	399514	5762139	91976689
1620	20694	30388	425144	5961501	89965399
1431	3418	31848	418263	6019557	92318516
1647	3273	29099	520478	5704524	88349533
1429	2908	31345	665465	5897318	89017624
2037	4358	29628	411415	6035421	88458495
1603	5196	36594	416842	6146478	89944717
1457	3946	31360	631763	5704374	89006643
2156	10022	30881	418201	6328609	88936284
2342	9801	30410	753459	5915912	88438092
0	4696	30481	499035	5790422	89060773
1285	9168	31625	527298	6043134	89661437
1867	3824	29219	401694	5696373	85657984
1058	3573	28790	665409	5547425	87456866
1241	3051	29808	1648684	6690811	100407711
1934	3151	29766	509713	5589370	86317156
1859	3272	29384	504027	5858850	91090458
1216	3771	29884	485128	7557005	90616682
1863	5044	31431	580067	6208834	86511265
1594	3194	29968	461108	5618153	90187020
1707	3833	139969	653212	5621826	86720695
1533	10497	31118	500994	5811540	86875501
1674	51751	48735	584862	5858093	93462473
2353	3521	30266	481069	5806537	91028304
1897	15532	142111	533977	7506976	92580837
1231	13885	30071	600509	5576836	90479909
2493	3215	116248	481358	5982930	90663539
2717	3711	33008	479765	6215772	86938416
1680	12521	48224	622486	7561098	87390668
1221	2989	35586	493183	6314113	87274367
1656	3038	29646	401120	7734171	93752889
1422	9409	29557	562700	5700578	89662894
1735	17161	31111	462601	6749455	85574470
1618	3544	144864	644902	6164751	90870680
1518	9714	28823	615499	5338782	86142253
2527	3948	29608	512170	5450999	90633702
1880	3458	30335	615074	5898737	86392089
1491	3554	32413	505765	6471999	89779458
1720	3438	30512	554943	5843291	89625062
1490	3957	30828	418289	6064933	88604334
1229	3103	44251	463392	5938429	87734366
1797	15247	30434	569415	5379997	90592413
1614	11320	31280	658346	5896929	84958600
1381	20754	29811	678801	6789511	90460353
1584	3654	31517	1164798	8035854	92133342
1772	3664	30988	1041115	6282701	116417620
2073	6319	32732	693640	11806317	101205442
1690	3889	57990	520310	6091354	92353686
1549	3842	31241	422716	5793884	91726421
6218	3667	64544	1613269	8016554	91998994
1456	13458	66489	606733	5515057	84794754
1469	3135	30606	431298	6159865	92042762
1333	3213	44947	547339	5814108	87653658
1405	10271	29590	328790	8005426	87813109
1448	2895	27574	392969	5477939	90338640
1511	3953	289237	736056	6207692	90944178
1718	3527	60260	626158	7742230	93503124
2358	3797	31003	588847	6318327	92779329
1640	3011	30957	400422	5980555	89017290
1168	16894	34276	614762	6022663	90521866
1260	32446	54012	577210	6680984	90111127
1162	3592	51939	638647	5895761	87870341
11132	10135	30748	688576	7675043	95183645
1909	3556	29149	675665	9215940	94945177
2461	4087	40831	417922	5821819	90522520
2146	19791	31251	606501	5753572	90215056
3086	10121	29553	461482	5688525	89615396
1520	3364	29844	401730	5823777	88605818
1399	3928	30260	419032	7522752	88256597
2149	11748	29413	408545	5942741	95974795
1956	11549	41373	604286	5988728	90921142
2504	5001	31261	579251	6214361	90316419
1306	3816	55355	586691	6098245	91757087
11627	4788	31347	538301	5545835	90317930
2570	4573	34471	0	9555753	126768137
2070	10860	30592	1006835	7698753	94002886
1880	10303	30880	1089813	5892050	98918220
1909	18752	31411	788354	6462874	91035997
1713	4211	118957	591056	7624776	90946938
3248	12620	43819	355978	7138630	95983697
3051	9568	30638	893095	5872069	99130189
1884	3665	31132	1416252	6097021	94376221
1727	5269	29271	582505	5846637	90979778
2018	3975	29575	506504	8153422	93907422
1636	100762	58495	428767	5855310	90212860
1553	3173	32496	628298	6091377	92620203
1837	3994	30885	419800	6424003	90550211
1132	18246	31944	584234	5885026	85835459
1563	7844	57715	473341	6269210	89248996
3370	12600	32418	418378	6142100	89889935
2069	3250	32102	650755	6690439	90533307
1445	2849	31029	723979	5924857	83514391
1732	9662	117200	500194	5789471	89526979
1803	9173	32739	260610	6440770	87037619
2061	10396	30611	752895	5359986	89018343
1487	10805	30169	453132	7873929	91575897
2491	3769	31356	605084	6912699	89344184
1702	10266	30275	856561	8218667	87103648
2138	10823	29796	401713	5626413	89784173
0	3891	37976	831390	5586422	91232897
2202	3335	31818	554702	6321084	90054816
1903	11759	55340	571134	6446713	91289990
2036	4102	30321	565895	5723915	89655699
2151	12203	31539	495040	6342586	91048539
2051	128040	32518	528280	5863388	93339969
1521	8924	38467	849890	10562159	91617761
1728	3702	116961	1428453	7633432	91906736
1907	4576	30540	590479	7594507	90938708
11289	11280	33072	502123	6009055	86705216
1529	10701	28978	469159	6007884	91111366
1787	14513	38556	742493	7780852	94527013
1733	3526	31653	561990	6159321	90534750
1640	3632	31465	569971	5748842	89876465
1783	4312	32186	610268	5952217	89473807
1932	3767	59741	529927	5695856	85689078
1171	16442	64363	766561	5471807	89560088
2595	10430	31038	418000	5807202	89275069
1605	3607	30190	607573	5807113	90201112
2128	4479	30969	529766	6208537	85082006
1575	4234	29362	399468	5736117	84949370
1536	8180	31744	520018	6193429	89175006
1517	11953	30157	606491	9672125	88674709
1850	3302	29293	527359	5947859	86061864
1683	7943	30340	285806	6288510	98848610
2007	41400	29821	755581	7428313	102821661
1757	10303	117482	745817	9302774	96972385
1758	3561	46756	761964	8578322	92806476
1513	3630	30708	625752	5834647	89492587
1552	3476	30937	249645	5545434	92728881
31933	4673	32246	416349	5777202	85914961
1744	10491	31647	414392	6966554	91583191
2199	58760	31268	542538	6005200	91709399
2384	5267	42353	418634	6750133	93712960
1499	3450	32342	402272	7003698	89004042
1324	3215	150693	508428	5381312	91653864
2232	3673	29963	563134	5666920	94061469
1890	4640	29785	468226	8391525	91055211
1790	18284	56710	933955	8318100	88800239
2053	3490	30501	486806	5662538	90117554
1488	3931	33082	531896	5932061	86547296
1940	3841	82495	545431	5640990	87024686
4046	3688	177151	588413	5756575	89787956
1779	10384	31447	418033	6924339	92118574
1298	21815	31829	601894	5875874	89569485
1490	3913	33147	416233	6312458	85733554
1652	4970	30893	401870	6005721	88113443
2231	3571	30972	481331	8050736	86710525
1623	3909	31076	582952	6126411	90272833
1477	11303	30316	555609	7639098	88912635
1666	9061	30972	706213	5800558	95171370
1451	3759	29698	837677	7483227	94911745
1293	4235	32049	757230	7585575	96261655
1511	2657	28377	543230	6841515	96488983
1823	3892	30553	776918	5707345	88216565
2467	9658	30471	430936	9285469	98390744
2201	10931	30104	518205	6173958	90138132
4390	4920	29981	424724	5812636	90822501
2027	17386	31719	517745	5920335	88115867
1758	3643	31840	642276	5597200	91039880
1643	14073	31765	599669	6215706	91183400
1627	3908	32222	399882	5758200	91677480
1759	4542	30951	418193	6086507	93986393
2847	139070	74593	780871	8277016	113279754
1907	3844	28589	878897	7053375	98738088
2037	9915	67946	601702	8056756	96174673
1857	3634	31026	656543	6174386	85770449
1440	4032	29152	530585	5868203	88979710
2093	3290	30186	417694	5599652	87492192
2411	2866	31875	619653	5834841	87670891
1597	3748	29661	316600	5566601	87673128
